pass_id,sat_id,pass_num,timestamp,duration_min,orbital_mode,ground_station,battery_voltage,solar_current,power_bus_voltage,battery_soc,battery_temp,obc_temp,solar_panel_temp,attitude_error,angular_velocity,wheel_speed,rssi,ber,link_margin,cpu_usage,memory_usage,uptime_sec,error_count,operator_note,scenario_name
PASS-1458,SAT-2041,8,2026-06-30T11:00:00Z,10.92,sunlight,GS-PERTH,28.16,4.65,5.03,91.76,34.9,28.3,68.2,0.302,0.091,-1473,-71.7,4.32E-07,10.4,38.8,48.9,345441.9,0,Battery temp approaching yellow limit. Heat dissipation active.,Thermal Drift
PASS-1459,SAT-2041,9,2026-06-30T12:30:00Z,9.43,transition,GS-ADELAIDE,26.92,2.11,5.02,87.04,35.9,31.4,10.2,0.365,0.089,-1474,-72.1,4.87E-07,10.1,37.6,48.5,351407.7,0,Thermal subsystem showing minor heating trend. Parameters monitored.,Thermal Drift
PASS-1460,SAT-2041,10,2026-06-30T14:00:00Z,10.33,eclipse,GS-GSOC,25.63,0.023,4.99,76.43,37.5,28.5,-49.1,0.304,0.112,-1524,-72.7,4.22E-07,11.2,35.9,49.6,357427.5,0,Slight thermal elevation observed. Subsystems remain operational.,Thermal Drift
PASS-1461,SAT-2042,1,2026-06-30T01:00:00Z,10.97,sunlight,GS-SVALBARD,28.29,4.51,5,95.43,24.3,27.5,74,0.373,0.125,-1213,-77.3,2.57E-07,10.2,32.5,45.7,134938.3,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1462,SAT-2042,2,2026-06-30T02:30:00Z,11.42,sunlight,GS-MASPALOMAS,28.22,4.57,5,94.91,23.6,28.8,64.9,0.387,0.122,-1219,-76.5,3.70E-07,9.8,33.4,46.3,141023.5,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1463,SAT-2042,3,2026-06-30T04:00:00Z,9.23,transition,GS-MASPALOMAS,26.63,1.93,5.03,88.35,22.6,25.7,10.5,0.395,0.134,-1294,-74.4,2.37E-07,10.6,31.9,47.4,146977.3,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1464,SAT-2042,4,2026-06-30T05:30:00Z,8.61,eclipse,GS-GSOC,25.51,0.016,5.05,79.55,22.5,29.7,-55.2,0.387,0.137,-1245,-73.1,1.68E-07,11.4,30.6,46.7,152893.9,0,"Battery discharging during shadow phase, values nominal.",Nominal Operations
PASS-1465,SAT-2042,5,2026-06-30T07:00:00Z,11.32,eclipse,GS-MASPALOMAS,25.52,0.021,5.02,77.73,23.6,29.4,-53.4,0.414,0.137,-1318,-73.5,1.16E-08,11.4,28.2,45.9,158973.1,0,Battery draw within predicted eclipse profile.,Nominal Operations
PASS-1466,SAT-2042,6,2026-06-30T08:30:00Z,10.19,transition,GS-PERTH,26.89,1.86,4.98,86.33,23.8,31,2.6,0.407,0.119,-1336,-88.4,2.00E-07,6,31.8,46.2,164984.5,0,Acquisition link signal weak at -88.4 dBm. Bit errors remain nominal.,Comms Marginal
PASS-1467,SAT-2042,7,2026-06-30T10:00:00Z,9.43,sunlight,GS-SVALBARD,28.16,4.47,5.02,95.06,21.7,30.3,68.5,0.422,0.115,-1316,-91.1,1.26E-06,4.8,33,46.9,170950.3,0,Packet drops detected. BER showing minor upward trend.,Comms Degradation
PASS-1468,SAT-2042,8,2026-06-30T11:30:00Z,11.47,sunlight,GS-GSOC,28.19,4.25,5,93.91,21.9,30.1,74.1,0.455,0.112,-1294,-94.3,7.96E-06,3.6,33,45.9,177038.5,0,"Link quality declining, RSSI low, BER elevated.",Comms Degradation
PASS-1469,SAT-2042,9,2026-06-30T13:00:00Z,11.35,transition,GS-GSOC,26.96,1.77,4.99,88.88,22.6,29.1,10.5,0.479,0.109,-1254,-97.5,5.02E-05,2.4,31.6,46.1,183119.5,0,"Link quality declining, RSSI low, BER elevated.",Comms Degradation
PASS-1470,SAT-2042,10,2026-06-30T14:30:00Z,10.34,eclipse,GS-ADELAIDE,25.56,0.021,5.06,78.19,22.2,25.1,-48.5,0.48,0.098,-1298,-99.6,0.000317,1.2,29.5,46,189139.9,0,Link quality failed: BER at 3.2e-04 with RSSI -99.6 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1471,SAT-2043,1,2026-06-30T01:30:00Z,10.98,sunlight,GS-GSOC,27.91,4.54,5.02,96.15,23.1,23.4,73,0.318,0.102,-1248,-73,1.17E-08,10.7,34.5,49.2,241276.5,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1472,SAT-2043,2,2026-06-30T03:00:00Z,8.71,sunlight,GS-MASPALOMAS,28.11,4.37,5.03,95.45,20.2,28.9,67.4,0.265,0.111,-1176,-73.3,2.33E-07,11.2,33.1,47.4,247199.1,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1473,SAT-2043,3,2026-06-30T04:30:00Z,8.88,transition,GS-KIRUNA,26.84,1.66,5.07,87.74,21.7,25.7,7.7,0.272,0.104,-1185,-73.8,2.82E-07,10.8,34.1,49.6,253131.9,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1474,SAT-2043,4,2026-06-30T06:00:00Z,10.75,eclipse,GS-SVALBARD,25.28,0.024,4.97,78.11,22.5,29.4,-61.5,0.235,0.11,-1192,-73.9,3.81E-07,9.2,32.4,50.6,259176.9,0,"Eclipse pass, SoC trending down as modelled.",Nominal Operations
PASS-1475,SAT-2043,5,2026-06-30T07:30:00Z,9.95,eclipse,GS-KIRUNA,25.49,0.026,5.07,75.66,19.8,28.5,-57.5,0.228,0.115,-1269,-74.4,3.65E-07,11.4,29.8,50.7,265173.9,0,"Eclipse entry, solar current zeroed as expected.",Nominal Operations
PASS-1476,SAT-2043,6,2026-06-30T09:00:00Z,10.76,eclipse,GS-SVALBARD,25.95,0.01,4.99,75,21.8,26.9,-56.1,0.253,0.126,-1222,-75.9,3.03E-07,12,32.5,50.4,271219.5,0,"Eclipse duration elevated. Battery drawing down to 25.95V, monitoring charge curve.",Eclipse Stress
PASS-1477,SAT-2043,7,2026-06-30T10:30:00Z,11.17,eclipse,GS-MASPALOMAS,25.57,0.01,4.98,69,19,27.9,-53.5,0.25,0.135,-1244,-75.5,4.33E-07,8.3,34.7,50.7,277289.7,0,"Eclipse duration elevated. Battery drawing down to 25.57V, monitoring charge curve.",Eclipse Stress
PASS-1478,SAT-2043,8,2026-06-30T12:00:00Z,10.51,eclipse,GS-SVALBARD,25.07,0.01,5,63,21.6,26.5,-51.6,0.238,0.138,-1264,-74.4,6.78E-08,10.9,36.8,52,283320.3,0,"Eclipse duration elevated. Battery drawing down to 25.07V, monitoring charge curve.",Eclipse Stress
PASS-1479,SAT-2043,9,2026-06-30T13:30:00Z,10.67,eclipse,GS-ADELAIDE,24.69,0.01,5.01,57,22.8,30.1,-56.9,0.244,0.137,-1314,-72.9,3.88E-07,10.4,37.6,50,289360.5,0,"Eclipse duration elevated. Battery drawing down to 24.69V, monitoring charge curve.",Eclipse Stress
PASS-1480,SAT-2043,10,2026-06-30T15:00:00Z,9.37,eclipse,GS-MASPALOMAS,24.17,0.01,5.02,51,21.8,26.1,-47.6,0.238,0.161,-1272,-74.8,6.68E-08,9.9,38.4,49,295322.7,0,"Eclipse duration elevated. Battery drawing down to 24.17V, monitoring charge curve.",Eclipse Stress
PASS-1481,SAT-2044,1,2026-06-30T02:00:00Z,10.13,sunlight,GS-MASPALOMAS,28.46,4.67,4.98,92.99,21.3,30.9,69.6,0.417,0.122,1264,-72.7,2.46E-07,10.9,38.8,49.7,292650.9,0,"Sunlight tracking nominal, EPS fully charged.",Nominal Operations
PASS-1482,SAT-2044,2,2026-06-30T03:30:00Z,9.41,sunlight,GS-SVALBARD,28.15,4.42,4.96,95.15,24,28.8,71.4,0.457,0.099,1250,-72.1,1.28E-08,9.6,37.6,49.2,298615.5,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1483,SAT-2044,3,2026-06-30T05:00:00Z,10.36,transition,GS-ADELAIDE,26.8,1.89,4.98,86.53,23.1,29.4,17.9,0.464,0.097,1222,-73.1,3.90E-07,10.1,40.2,47.4,304637.1,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1484,SAT-2044,4,2026-06-30T06:30:00Z,11.41,eclipse,GS-SVALBARD,25.73,0.028,4.98,75.78,23.9,25.7,-53,0.439,0.097,1178,-71.4,4.28E-07,10.7,41.8,47.9,310721.7,0,"Orbital shadow, EPS on battery draw only.",Nominal Operations
PASS-1485,SAT-2044,5,2026-06-30T08:00:00Z,11.19,eclipse,GS-KIRUNA,25.55,0.01,4.99,75.75,22.8,29.1,-55.6,0.466,0.106,1138,-71.7,2.89E-07,11.8,42.9,47.8,316793.1,0,Solar current is zero in shadow. Discharging battery.,Nominal Operations
PASS-1486,SAT-2044,6,2026-06-30T09:30:00Z,10.78,transition,GS-PERTH,26.97,1.75,5,86.53,22.6,29.6,15.6,0.502,0.117,1193,-71.9,3.52E-07,10.8,42.8,48.4,322839.9,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1487,SAT-2044,7,2026-06-30T11:00:00Z,11.25,sunlight,GS-GSOC,27.95,4.18,5.05,95.83,22.5,25.8,72.1,0.499,0.118,1195,-71.7,4.66E-07,10.9,43.6,48,328914.9,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1488,SAT-2044,8,2026-06-30T12:30:00Z,8.59,sunlight,GS-SVALBARD,28.14,4.53,5.01,95.19,20.7,27.8,67.7,0.542,0.118,1146,-72.9,2.70E-07,10.2,43.2,48.8,334830.3,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1489,SAT-2044,9,2026-06-30T14:00:00Z,11.33,transition,GS-GSOC,26.78,1.88,5,85.05,22.7,29.5,14.1,0.497,0.138,1152,-73.5,1.33E-07,10.3,40.9,48.3,340910.1,0,"Penumbra entry, solar current declining.",Nominal Operations
PASS-1490,SAT-2044,10,2026-06-30T15:30:00Z,11.08,eclipse,GS-MASPALOMAS,25.42,0.021,5,75.99,18.9,29.5,-49.4,0.48,0.151,1075,-74.3,2.58E-07,9.7,41.4,48.1,346974.9,0,"Standard eclipse operations, thermal nominal.",Nominal Operations
PASS-1491,SAT-2045,1,2026-06-30T02:30:00Z,11.37,sunlight,GS-MASPALOMAS,28.32,4.61,5.03,95.33,24,26.4,68.5,0.349,0.153,-1289,-75,2.49E-08,12,28.5,46.1,265283.5,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1492,SAT-2045,2,2026-06-30T04:00:00Z,11.28,sunlight,GS-PERTH,28.44,4.15,5,94.61,20.2,29.6,69.5,0.38,0.148,-1305,-73.5,2.86E-07,9.6,27.4,47.1,271360.3,0,Solar array output stable. Bus voltage nominal.,Nominal Operations
PASS-1493,SAT-2045,3,2026-06-30T05:30:00Z,9.84,transition,GS-SVALBARD,26.93,1.84,5.08,87.45,23.4,27.2,2,0.414,0.141,-1318,-72.3,1.34E-07,11.3,28.7,48.4,277350.7,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1494,SAT-2045,4,2026-06-30T07:00:00Z,10,eclipse,GS-MASPALOMAS,25.36,0.018,5.02,78.11,19.8,28.4,-54.6,0.411,0.145,-1288,-72.5,3.65E-07,10.6,29.2,48.5,283350.7,0,Satellite in eclipse. Power subsystem performing within specs.,Nominal Operations
PASS-1495,SAT-2045,5,2026-06-30T08:30:00Z,10.4,eclipse,GS-MASPALOMAS,25.29,0.012,4.97,78.43,22.4,29.1,-52.2,0.42,0.144,-1311,-73.5,3.72E-07,9.9,28.3,48.8,289374.7,0,Battery draw within predicted eclipse profile.,Nominal Operations
PASS-1496,SAT-2045,6,2026-06-30T10:00:00Z,9.18,transition,GS-PERTH,26.91,1.95,4.97,89.02,21.4,27,14.2,0.35,0.136,1294,-74,2.52E-07,10.4,28,49.1,295325.5,0,Minor ADCS pointing jitter. Wheel speed at 1294 RPM.,ADCS Nominal Drift
PASS-1497,SAT-2045,7,2026-06-30T11:30:00Z,9.74,sunlight,GS-MASPALOMAS,28.13,4.66,5,93.43,23.5,28.9,66.6,0.9,0.154,1651,-73.6,1.78E-07,9.6,25.1,51.7,301309.9,0,Minor ADCS pointing jitter. Wheel speed at 1651 RPM.,ADCS Nominal Drift
PASS-1498,SAT-2045,8,2026-06-30T13:00:00Z,9.92,sunlight,GS-PERTH,28,4.64,5.03,93.71,22.1,28.1,68.9,1.45,0.159,2008,-73.7,4.12E-07,10.4,26.7,51.3,307305.1,0,Minor ADCS pointing jitter. Wheel speed at 2008 RPM.,ADCS Nominal Drift
PASS-1499,SAT-2045,9,2026-06-30T14:30:00Z,10.34,transition,GS-MASPALOMAS,26.86,1.88,5.04,86.41,21.8,28.4,5.1,2,0.145,2365,-73.1,3.83E-07,9.8,25.2,52.5,313325.5,0,Minor ADCS pointing jitter. Wheel speed at 2365 RPM.,ADCS Nominal Drift
PASS-1500,SAT-2045,10,2026-06-30T16:00:00Z,11.18,eclipse,GS-PERTH,25.46,0.016,5.02,78.56,22.7,31.5,-57,2.55,0.125,2722,-72.6,1.15E-07,9.8,25.2,52.2,319396.3,0,Minor ADCS pointing jitter. Wheel speed at 2722 RPM.,ADCS Nominal Drift
